Data,%,Ocupadas
26-12-2015,56.25,36
27-12-2015,29.69,19
28-12-2015,45.31,29
29-12-2015,29.69,19
30-12-2015,21.88,14
31-12-2015,17.19,11
01-01-2016,29.69,19
02-01-2016,26.56,17
03-01-2016,40.63,26
04-01-2016,45.31,29
05-01-2016,31.25,20
06-01-2016,34.38,22
07-01-2016,46.88,30
08-01-2016,17.19,11
09-01-2016,78.13,50
10-01-2016,48.44,31
11-01-2016,32.81,21
12-01-2016,45.31,29
13-01-2016,56.25,36
14-01-2016,34.38,22
15-01-2016,32.81,21
16-01-2016,45.31,29
17-01-2016,29.69,19
18-01-2016,62.50,40
19-01-2016,42.19,27
20-01-2016,84.38,54
21-01-2016,48.44,31
22-01-2016,20.31,13
23-01-2016,35.94,23
24-01-2016,29.69,19
25-01-2016,45.31,29
26-01-2016,62.50,40
27-01-2016,62.50,40
28-01-2016,45.31,29
29-01-2016,18.75,12
30-01-2016,23.44,15
31-01-2016,23.44,15
01-02-2016,42.19,27
02-02-2016,76.56,49
03-02-2016,71.88,46
04-02-2016,35.94,23
05-02-2016,18.75,12
06-02-2016,31.25,20
07-02-2016,45.31,29
08-02-2016,35.94,23
09-02-2016,20.31,13
10-02-2016,25.00,16
11-02-2016,65.63,42
12-02-2016,34.38,22
13-02-2016,78.13,50
14-02-2016,10.94,7
15-02-2016,37.50,24
16-02-2016,67.19,43
17-02-2016,67.19,43
18-02-2016,43.75,28
19-02-2016,40.63,26
20-02-2016,26.56,17
21-02-2016,31.25,20
22-02-2016,59.38,38
23-02-2016,46.88,30
24-02-2016,60.94,39
25-02-2016,68.75,44
26-02-2016,23.44,15
27-02-2016,31.25,20
28-02-2016,10.94,7
29-02-2016,56.25,36
01-03-2016,51.56,33
02-03-2016,95.31,61
03-03-2016,43.75,28
04-03-2016,29.69,19
05-03-2016,29.69,19
06-03-2016,15.63,10
07-03-2016,45.31,29
08-03-2016,59.38,38
09-03-2016,45.31,29
10-03-2016,43.75,28
11-03-2016,32.81,21
12-03-2016,50.00,32
13-03-2016,10.94,7
14-03-2016,57.81,37
15-03-2016,60.94,39
16-03-2016,73.44,47
17-03-2016,42.19,27
18-03-2016,28.13,18
19-03-2016,28.13,18
20-03-2016,7.81,5
21-03-2016,43.75,28
22-03-2016,54.69,35
23-03-2016,29.69,19
24-03-2016,39.06,25
25-03-2016,26.56,17
26-03-2016,32.81,21
27-03-2016,6.25,4
28-03-2016,59.38,38
29-03-2016,64.06,41
30-03-2016,56.25,36
31-03-2016,31.25,20
01-04-2016,25.00,16
02-04-2016,76.56,49
03-04-2016,9.38,6
04-04-2016,46.88,30
05-04-2016,57.81,37
06-04-2016,68.75,44
07-04-2016,46.88,30
08-04-2016,7.81,5
09-04-2016,14.06,9
10-04-2016,9.38,6
11-04-2016,59.38,38
12-04-2016,60.94,39
13-04-2016,70.31,45
14-04-2016,42.19,27
15-04-2016,15.63,10
16-04-2016,53.13,34
17-04-2016,6.25,4
18-04-2016,56.25,36
19-04-2016,59.38,38
20-04-2016,20.31,13
21-04-2016,29.69,19
22-04-2016,37.50,24
23-04-2016,46.88,30
24-04-2016,9.38,6
25-04-2016,60.94,39
26-04-2016,79.69,51
27-04-2016,82.81,53
28-04-2016,84.38,54
29-04-2016,15.63,10
30-04-2016,50.00,32
01-05-2016,7.81,5
02-05-2016,48.44,31
03-05-2016,57.81,37
04-05-2016,78.13,50
05-05-2016,43.75,28
06-05-2016,14.06,9
07-05-2016,14.06,9
08-05-2016,6.25,4
09-05-2016,40.63,26
10-05-2016,85.94,55
11-05-2016,81.25,52
12-05-2016,68.75,44
13-05-2016,18.75,12
14-05-2016,17.19,11
15-05-2016,18.75,12
16-05-2016,40.63,26
17-05-2016,81.25,52
18-05-2016,82.81,53
19-05-2016,39.06,25
20-05-2016,20.31,13
21-05-2016,15.63,10
22-05-2016,10.94,7
23-05-2016,62.50,40
24-05-2016,68.75,44
25-05-2016,31.25,20
26-05-2016,15.63,10
27-05-2016,34.38,22
28-05-2016,23.44,15
29-05-2016,12.50,8
30-05-2016,64.06,41
31-05-2016,46.88,30
01-06-2016,53.13,34
02-06-2016,57.81,37
03-06-2016,15.63,10
04-06-2016,7.81,5
05-06-2016,14.06,9
06-06-2016,57.81,37
07-06-2016,53.13,34
08-06-2016,68.75,44
09-06-2016,54.69,35
10-06-2016,15.63,10
11-06-2016,23.44,15
12-06-2016,17.19,11
13-06-2016,59.38,38
14-06-2016,64.06,41
15-06-2016,65.63,42
16-06-2016,46.88,30
17-06-2016,14.06,9
18-06-2016,20.31,13
19-06-2016,12.50,8
20-06-2016,81.25,52
21-06-2016,81.25,52
22-06-2016,87.50,56
23-06-2016,75.00,48
24-06-2016,18.75,12
25-06-2016,21.88,14
26-06-2016,4.69,3
27-06-2016,48.44,31
28-06-2016,62.50,40
29-06-2016,79.69,51
30-06-2016,64.06,41
01-07-2016,28.13,18
02-07-2016,31.25,20
03-07-2016,17.19,11
04-07-2016,53.13,34
05-07-2016,35.94,23
06-07-2016,53.13,34
07-07-2016,50.00,32
08-07-2016,23.44,15
09-07-2016,29.69,19
10-07-2016,18.75,12
11-07-2016,34.38,22
12-07-2016,53.85,35
13-07-2016,70.31,45
14-07-2016,45.31,29
15-07-2016,18.75,12
16-07-2016,45.31,29
17-07-2016,21.88,14
18-07-2016,32.81,21
19-07-2016,62.50,40
20-07-2016,90.63,58
21-07-2016,60.94,39
22-07-2016,35.94,23
23-07-2016,25.00,16
24-07-2016,20.31,13
25-07-2016,57.81,37
26-07-2016,76.56,49
27-07-2016,76.56,49
28-07-2016,56.25,36
29-07-2016,32.81,21
30-07-2016,39.06,25
31-07-2016,28.13,18
01-08-2016,48.44,31
02-08-2016,70.31,45
03-08-2016,68.75,44
04-08-2016,85.94,55
05-08-2016,79.69,51
06-08-2016,42.19,27
07-08-2016,35.94,23
08-08-2016,48.44,31
09-08-2016,57.81,37
10-08-2016,70.31,45
11-08-2016,48.44,31
12-08-2016,7.81,5
13-08-2016,6.25,4
14-08-2016,10.94,7
15-08-2016,40.63,26
16-08-2016,82.81,53
17-08-2016,59.38,38
18-08-2016,40.63,26
19-08-2016,20.31,13
20-08-2016,37.50,24
21-08-2016,18.75,12
22-08-2016,50.00,32
23-08-2016,70.31,45
24-08-2016,62.50,40
25-08-2016,37.50,24
26-08-2016,35.94,23
27-08-2016,45.31,29
28-08-2016,9.38,6
29-08-2016,42.19,27
30-08-2016,64.06,41
31-08-2016,46.88,30
01-09-2016,50.00,32
02-09-2016,7.81,5
03-09-2016,4.69,3
04-09-2016,10.94,7
05-09-2016,34.38,22
06-09-2016,21.88,14
07-09-2016,25.00,16
08-09-2016,32.81,21
09-09-2016,34.38,22
10-09-2016,46.88,30
11-09-2016,15.63,10
12-09-2016,60.94,39
13-09-2016,81.25,52
14-09-2016,56.25,36
15-09-2016,40.63,26
16-09-2016,34.38,22
17-09-2016,26.56,17
18-09-2016,14.06,9
19-09-2016,42.19,27
20-09-2016,81.25,52
21-09-2016,76.56,49
22-09-2016,56.25,36
23-09-2016,18.75,12
24-09-2016,32.81,21
25-09-2016,20.31,13
26-09-2016,37.50,24
27-09-2016,73.44,47
28-09-2016,67.19,43
29-09-2016,57.81,37
30-09-2016,20.31,13
01-10-2016,12.50,8
02-10-2016,4.69,3
03-10-2016,35.94,23
04-10-2016,56.25,36
05-10-2016,43.75,28
06-10-2016,34.38,22
07-10-2016,20.31,13
08-10-2016,20.31,13
09-10-2016,6.25,4
10-10-2016,40.63,26
11-10-2016,10.94,7
12-10-2016,14.06,9
13-10-2016,46.88,30
14-10-2016,14.06,9
15-10-2016,14.06,9
16-10-2016,4.69,3
17-10-2016,70.31,45
18-10-2016,71.88,46
19-10-2016,60.94,39
20-10-2016,54.69,35
21-10-2016,31.25,20
22-10-2016,28.13,18
23-10-2016,21.88,14
24-10-2016,35.94,23
25-10-2016,64.06,41
26-10-2016,51.56,33
27-10-2016,39.06,25
28-10-2016,28.13,18
29-10-2016,29.69,19
30-10-2016,15.63,10
31-10-2016,35.94,23
01-11-2016,7.81,5
02-11-2016,21.88,14
03-11-2016,54.69,35
04-11-2016,9.38,6
05-11-2016,62.50,40
06-11-2016,17.19,11
07-11-2016,53.13,34
08-11-2016,57.81,37
09-11-2016,67.19,43
10-11-2016,54.69,35
11-11-2016,96.88,62
12-11-2016,95.31,61
13-11-2016,20.31,13
14-11-2016,18.75,12
15-11-2016,20.31,13
16-11-2016,76.56,49
17-11-2016,85.94,55
18-11-2016,40.63,26
19-11-2016,51.56,33
20-11-2016,17.19,11
21-11-2016,57.81,37
22-11-2016,54.69,35
23-11-2016,53.13,34
24-11-2016,68.75,44
25-11-2016,18.75,12
26-11-2016,26.56,17
27-11-2016,7.81,5
28-11-2016,39.06,25
29-11-2016,45.31,29
30-11-2016,48.44,31
01-12-2016,51.56,33
02-12-2016,21.88,14
03-12-2016,29.69,19
04-12-2016,10.94,7
05-12-2016,43.75,28
06-12-2016,79.69,51
07-12-2016,76.56,49
08-12-2016,65.63,42
09-12-2016,35.94,23
10-12-2016,37.50,24
11-12-2016,20.31,13
12-12-2016,53.13,34
13-12-2016,81.25,52
14-12-2016,68.75,44
15-12-2016,57.81,37
16-12-2016,21.88,14
17-12-2016,28.13,18
18-12-2016,12.50,8
19-12-2016,37.50,24
20-12-2016,51.56,33
21-12-2016,85.94,55
22-12-2016,56.25,36
23-12-2016,57.81,37
24-12-2016,51.56,33
25-12-2016,40.63,26
26-12-2016,57.81,37
27-12-2016,46.88,30
28-12-2016,51.56,33
29-12-2016,23.44,15
30-12-2016,26.56,17
31-12-2016,10.94,7
01-01-2017,18.75,12
02-01-2017,31.25,20
03-01-2017,53.13,34
04-01-2017,51.56,33
05-01-2017,53.13,34
06-01-2017,25.00,16
07-01-2017,25.00,16
08-01-2017,21.88,14
09-01-2017,51.56,33
10-01-2017,43.75,28
11-01-2017,54.69,35
12-01-2017,42.19,27
13-01-2017,43.75,28
14-01-2017,50.00,32
15-01-2017,28.13,18
16-01-2017,43.75,28
17-01-2017,67.19,43
18-01-2017,82.81,53
19-01-2017,84.38,54
20-01-2017,35.94,23
21-01-2017,51.56,33
22-01-2017,21.88,14
23-01-2017,29.69,19
24-01-2017,96.88,62
25-01-2017,68.75,44
26-01-2017,40.63,26
27-01-2017,20.31,13
28-01-2017,40.63,26
29-01-2017,18.75,12
30-01-2017,34.38,22
31-01-2017,57.81,37
01-02-2017,43.75,28
02-02-2017,51.56,33
03-02-2017,23.44,15
04-02-2017,68.75,44
05-02-2017,17.19,11
06-02-2017,54.69,35
07-02-2017,82.81,53
08-02-2017,98.44,63
09-02-2017,39.06,25
10-02-2017,40.63,26
11-02-2017,92.19,59
12-02-2017,18.75,12
13-02-2017,62.50,40
14-02-2017,60.94,39
15-02-2017,84.38,54
16-02-2017,78.13,50
17-02-2017,31.25,20
18-02-2017,57.81,37
19-02-2017,6.25,4
20-02-2017,57.81,37
21-02-2017,95.31,61
22-02-2017,59.38,38
23-02-2017,60.94,39
24-02-2017,35.94,23
25-02-2017,26.56,17
26-02-2017,23.44,15
27-02-2017,26.56,17
28-02-2017,10.94,7
01-03-2017,12.50,8
02-03-2017,40.63,26
03-03-2017,46.88,30
04-03-2017,64.06,41
05-03-2017,17.19,11
06-03-2017,56.25,36
07-03-2017,57.81,37
08-03-2017,62.50,40
09-03-2017,56.25,36
10-03-2017,28.13,18
11-03-2017,21.88,14
12-03-2017,17.19,11
13-03-2017,48.44,31
14-03-2017,100.00,64
15-03-2017,79.69,51
16-03-2017,75.00,48
17-03-2017,20.31,13
18-03-2017,32.81,21
19-03-2017,26.56,17
20-03-2017,70.31,45
21-03-2017,79.69,51
22-03-2017,71.88,46
23-03-2017,68.75,44
24-03-2017,45.31,29
25-03-2017,85.94,55
26-03-2017,10.94,7
27-03-2017,40.63,26
28-03-2017,56.25,36
29-03-2017,56.25,36
30-03-2017,40.63,26
31-03-2017,20.31,13
01-04-2017,26.56,17
02-04-2017,10.94,7
03-04-2017,40.63,26
04-04-2017,56.25,36
05-04-2017,51.56,33
06-04-2017,48.44,31
07-04-2017,31.25,20
08-04-2017,95.31,61
09-04-2017,10.94,7
10-04-2017,51.56,33
11-04-2017,89.06,57
12-04-2017,59.38,38
13-04-2017,31.25,20
14-04-2017,18.75,12
15-04-2017,32.81,21
16-04-2017,9.38,6
17-04-2017,40.63,26
18-04-2017,60.94,39
19-04-2017,39.06,25
20-04-2017,32.81,21
21-04-2017,50.00,32
22-04-2017,21.88,14
23-04-2017,14.06,9
24-04-2017,39.06,25
25-04-2017,76.56,49
26-04-2017,85.94,55
27-04-2017,70.31,45
28-04-2017,35.94,23
29-04-2017,42.19,27
30-04-2017,14.06,9
01-05-2017,7.81,5
02-05-2017,35.94,23
03-05-2017,62.50,40
04-05-2017,45.31,29
05-05-2017,28.13,18
06-05-2017,23.44,15
07-05-2017,29.69,19
08-05-2017,46.88,30
09-05-2017,50.00,32
10-05-2017,67.19,43
11-05-2017,78.13,50
12-05-2017,45.31,29
13-05-2017,21.88,14
14-05-2017,9.38,6
15-05-2017,53.13,34
16-05-2017,65.63,42
17-05-2017,70.31,45
18-05-2017,73.44,47
19-05-2017,26.56,17
20-05-2017,25.00,16
21-05-2017,12.50,8
22-05-2017,42.19,27
23-05-2017,70.31,45
24-05-2017,68.75,44
25-05-2017,59.38,38
26-05-2017,23.44,15
27-05-2017,31.25,20
28-05-2017,15.63,10
29-05-2017,32.81,21
30-05-2017,50.00,32
31-05-2017,56.25,36
01-06-2017,67.19,43
02-06-2017,10.94,7
03-06-2017,9.38,6
04-06-2017,7.81,5
05-06-2017,54.69,35
06-06-2017,65.63,42
07-06-2017,96.88,62
08-06-2017,96.88,62
09-06-2017,25.00,16
10-06-2017,23.44,15
11-06-2017,7.81,5
12-06-2017,50.00,32
13-06-2017,62.50,40
14-06-2017,32.81,21
15-06-2017,26.56,17
16-06-2017,28.13,18
17-06-2017,46.88,30
18-06-2017,25.00,16
19-06-2017,60.94,39
20-06-2017,78.13,50
21-06-2017,100.00,64
22-06-2017,56.25,36
23-06-2017,7.81,5
24-06-2017,18.75,12
25-06-2017,18.75,12
26-06-2017,40.63,26
27-06-2017,92.19,59
28-06-2017,68.75,44
29-06-2017,48.44,31
30-06-2017,14.06,9
01-07-2017,26.56,17
02-07-2017,6.25,4
03-07-2017,46.88,30
04-07-2017,51.56,33
05-07-2017,59.38,38
06-07-2017,54.69,35
07-07-2017,21.88,14
08-07-2017,26.56,17
09-07-2017,15.63,10
10-07-2017,26.56,17
11-07-2017,54.69,35
12-07-2017,62.50,40
13-07-2017,50.00,32
14-07-2017,17.19,11
15-07-2017,37.50,24
16-07-2017,15.63,10
17-07-2017,37.50,24
18-07-2017,81.25,52
19-07-2017,71.88,46
20-07-2017,50.00,32
21-07-2017,29.69,19
22-07-2017,31.25,20
23-07-2017,15.63,10
24-07-2017,62.50,40
25-07-2017,78.13,50
26-07-2017,96.88,62
27-07-2017,67.19,43
28-07-2017,20.31,13
29-07-2017,9.38,6
30-07-2017,12.50,8
31-07-2017,40.63,26
01-08-2017,50.00,32
02-08-2017,59.38,38
03-08-2017,37.50,24
04-08-2017,28.13,18
05-08-2017,43.75,28
06-08-2017,15.63,10
07-08-2017,62.50,40
08-08-2017,70.31,45
09-08-2017,54.69,35
10-08-2017,31.25,20
11-08-2017,20.31,13
12-08-2017,10.94,7
13-08-2017,9.38,6
14-08-2017,43.75,28
15-08-2017,78.13,50
16-08-2017,67.19,43
17-08-2017,56.25,36
18-08-2017,7.81,5
19-08-2017,10.94,7
20-08-2017,17.19,11
21-08-2017,71.88,46
22-08-2017,78.13,50
23-08-2017,84.38,54
24-08-2017,70.31,45
25-08-2017,34.38,22
26-08-2017,42.19,27
27-08-2017,12.50,8
28-08-2017,59.38,38
29-08-2017,51.56,33
30-08-2017,46.88,30
31-08-2017,57.81,37
01-09-2017,21.88,14
02-09-2017,32.81,21
03-09-2017,9.38,6
04-09-2017,68.75,44
05-09-2017,64.06,41
06-09-2017,26.56,17
07-09-2017,28.13,18
08-09-2017,60.94,39
09-09-2017,50.00,32
10-09-2017,17.19,11
11-09-2017,57.81,37
12-09-2017,82.81,53
13-09-2017,70.31,45
14-09-2017,56.25,36
15-09-2017,51.56,33
16-09-2017,64.06,41
17-09-2017,46.88,30
18-09-2017,73.44,47
19-09-2017,96.88,62
20-09-2017,100.00,64
21-09-2017,50.00,32
22-09-2017,37.50,24
23-09-2017,15.63,10
24-09-2017,18.75,12
25-09-2017,40.63,26
26-09-2017,73.44,47
27-09-2017,59.38,38
28-09-2017,59.38,38
29-09-2017,26.56,17
30-09-2017,25.00,16
01-10-2017,10.94,7
02-10-2017,54.69,35
03-10-2017,62.50,40
04-10-2017,46.88,30
05-10-2017,43.75,28
06-10-2017,20.31,13
07-10-2017,32.81,21
08-10-2017,7.81,5
09-10-2017,53.13,34
10-10-2017,62.50,40
11-10-2017,50.00,32
12-10-2017,29.69,19
13-10-2017,28.13,18
14-10-2017,32.81,21
15-10-2017,18.75,12
16-10-2017,48.44,31
17-10-2017,64.06,41
18-10-2017,92.19,59
19-10-2017,68.75,44
20-10-2017,21.88,14
21-10-2017,10.94,7
22-10-2017,10.94,7
23-10-2017,56.25,36
24-10-2017,67.19,43
25-10-2017,71.88,46
26-10-2017,46.88,30
27-10-2017,17.19,11
28-10-2017,29.69,19
29-10-2017,1.56,1
30-10-2017,54.69,35
31-10-2017,46.88,30
01-11-2017,57.81,37
02-11-2017,18.75,12
03-11-2017,43.75,28
04-11-2017,85.94,55
05-11-2017,9.38,6
06-11-2017,42.19,27
07-11-2017,67.19,43
08-11-2017,92.19,59
09-11-2017,56.25,36
10-11-2017,15.63,10
11-11-2017,25.00,16
12-11-2017,14.06,9
13-11-2017,39.06,25
14-11-2017,39.06,25
15-11-2017,4.69,3
16-11-2017,64.06,41
17-11-2017,43.75,28
18-11-2017,60.94,39
19-11-2017,25.00,16
20-11-2017,67.19,43
21-11-2017,73.44,47
22-11-2017,95.31,61
23-11-2017,73.44,47
24-11-2017,14.06,9
25-11-2017,60.94,39
26-11-2017,9.38,6
27-11-2017,64.06,41
28-11-2017,82.81,53
29-11-2017,60.94,39
30-11-2017,42.19,27
01-12-2017,17.19,11
02-12-2017,48.44,31
03-12-2017,12.50,8
04-12-2017,57.81,37
05-12-2017,64.06,41
06-12-2017,50.00,32
07-12-2017,40.63,26
08-12-2017,32.81,21
09-12-2017,57.81,37
10-12-2017,21.88,14
11-12-2017,51.56,33
12-12-2017,71.88,46
13-12-2017,67.19,43
14-12-2017,89.06,57
15-12-2017,35.94,23
16-12-2017,50.00,32
17-12-2017,29.69,19
18-12-2017,51.56,33
19-12-2017,81.25,52
20-12-2017,56.25,36
21-12-2017,48.44,31
22-12-2017,71.88,46
23-12-2017,48.44,31
24-12-2017,42.19,27
25-12-2017,35.94,23
26-12-2017,31.25,20
27-12-2017,48.44,31
28-12-2017,37.50,24
29-12-2017,45.31,29
30-12-2017,29.69,19
31-12-2017,18.75,12
01-01-2018,23.44,15
02-01-2018,31.25,20
03-01-2018,26.56,17
04-01-2018,34.38,22
05-01-2018,21.88,14
06-01-2018,34.38,22
07-01-2018,29.69,19
08-01-2018,20.31,13
09-01-2018,42.19,27
10-01-2018,54.69,35
11-01-2018,40.63,26
12-01-2018,42.19,27
13-01-2018,26.56,17
14-01-2018,39.06,25
15-01-2018,54.69,35
16-01-2018,68.75,44
17-01-2018,62.50,40
18-01-2018,51.56,33
19-01-2018,26.56,17
20-01-2018,40.63,26
21-01-2018,25.00,16
22-01-2018,43.75,28
23-01-2018,51.56,33
24-01-2018,73.44,47
25-01-2018,43.75,28
26-01-2018,37.50,24
27-01-2018,23.44,15
28-01-2018,17.19,11
29-01-2018,37.50,24
30-01-2018,48.44,31
31-01-2018,62.50,40
01-02-2018,32.81,21
02-02-2018,59.38,38
03-02-2018,85.94,55
04-02-2018,20.31,13
05-02-2018,76.56,49
06-02-2018,90.63,58
07-02-2018,54.69,35
08-02-2018,42.19,27
09-02-2018,42.19,27
10-02-2018,26.56,17
11-02-2018,18.75,12
12-02-2018,15.63,10
13-02-2018,25.00,16
14-02-2018,18.75,12
15-02-2018,42.19,27
16-02-2018,50.00,32
17-02-2018,57.81,37
18-02-2018,28.13,18
19-02-2018,51.56,33
20-02-2018,93.75,60
21-02-2018,79.69,51
22-02-2018,54.69,35
23-02-2018,40.63,26
24-02-2018,51.56,33
25-02-2018,12.50,8
26-02-2018,62.50,40
27-02-2018,73.44,47
28-02-2018,59.38,38
01-03-2018,35.94,23
02-03-2018,31.25,20
03-03-2018,92.19,59
04-03-2018,32.81,21
05-03-2018,82.81,53
06-03-2018,84.38,54
07-03-2018,84.38,54
08-03-2018,100.00,64
09-03-2018,98.44,63
10-03-2018,32.81,21
11-03-2018,12.50,8
12-03-2018,48.44,31
13-03-2018,89.06,57
14-03-2018,46.88,30
15-03-2018,37.50,24
16-03-2018,10.94,7
17-03-2018,54.69,35
18-03-2018,7.81,5
19-03-2018,57.81,37
20-03-2018,67.19,43
21-03-2018,92.19,59
22-03-2018,71.88,46
23-03-2018,42.19,27
24-03-2018,14.06,9
25-03-2018,10.94,7
26-03-2018,56.25,36
27-03-2018,96.88,62
28-03-2018,57.81,37
29-03-2018,32.81,21
30-03-2018,12.50,8
31-03-2018,15.63,10
01-04-2018,4.69,3
02-04-2018,45.31,29
03-04-2018,75.00,48
04-04-2018,64.06,41
05-04-2018,56.25,36
06-04-2018,32.81,21
07-04-2018,17.19,11
08-04-2018,10.94,7
09-04-2018,73.44,47
10-04-2018,53.13,34
11-04-2018,65.63,42
12-04-2018,76.56,49
13-04-2018,89.06,57
14-04-2018,93.75,60
15-04-2018,14.06,9
16-04-2018,42.19,27
17-04-2018,78.13,50
18-04-2018,79.69,51
19-04-2018,34.38,22
20-04-2018,28.13,18
21-04-2018,35.94,23
22-04-2018,9.38,6
23-04-2018,59.38,38
24-04-2018,87.50,56
25-04-2018,84.38,54
26-04-2018,34.38,22
27-04-2018,18.75,12
28-04-2018,76.56,49
29-04-2018,21.88,14
30-04-2018,15.63,10
01-05-2018,9.38,6
02-05-2018,60.94,39
03-05-2018,54.69,35
04-05-2018,12.50,8
05-05-2018,15.63,10
06-05-2018,12.50,8
07-05-2018,71.88,46
08-05-2018,75.00,48
09-05-2018,73.44,47
10-05-2018,64.06,41
11-05-2018,17.19,11
12-05-2018,7.81,5
13-05-2018,6.25,4
14-05-2018,76.56,49
15-05-2018,85.94,55
16-05-2018,71.88,46
17-05-2018,60.94,39
18-05-2018,25.00,16
19-05-2018,71.88,46
20-05-2018,12.50,8
21-05-2018,81.25,52
22-05-2018,92.19,59
23-05-2018,82.81,53
24-05-2018,31.25,20
25-05-2018,7.81,5
26-05-2018,4.69,3
27-05-2018,4.69,3
28-05-2018,4.69,3
29-05-2018,4.69,3
30-05-2018,3.13,2
31-05-2018,12.50,8
01-06-2018,9.38,6
02-06-2018,12.50,8
03-06-2018,9.38,6
04-06-2018,34.38,22
05-06-2018,65.63,42
06-06-2018,65.63,42
07-06-2018,42.19,27
08-06-2018,21.88,14
09-06-2018,12.50,8
10-06-2018,12.50,8
11-06-2018,45.31,29
12-06-2018,62.50,40
13-06-2018,75.00,48
14-06-2018,68.75,44
15-06-2018,15.63,10
16-06-2018,18.75,12
17-06-2018,18.75,12
18-06-2018,67.19,43
19-06-2018,76.56,49
20-06-2018,76.56,49
21-06-2018,37.50,24
22-06-2018,9.38,6
23-06-2018,14.06,9
24-06-2018,17.19,11
25-06-2018,71.88,46
26-06-2018,53.13,34
27-06-2018,21.88,14
28-06-2018,37.50,24
29-06-2018,18.75,12
30-06-2018,29.69,19
